name,city,state,country,address,Longitude,Latitude,Municipalities,Website
BE-9990 Adegem (Maldegem),Maldegem, Vlaanderen, Belgium,"21 Ringbaan Maldegem, Oost-Vlaanderen, Vlaanderen, 9991 Belgium",3.48263,51.202219665584, Oost-Vlaanderen,
BE-6250 Oignies-en-Thi�rache,Viroinval, Wallonie, Belgium,"21 Rue de Rocroi Viroinval, Namur, Wallonie, 5670 Belgium",4.635603,50.022947, Namur,
BE-6250 Cimeti�re Militaire Fran�ais,Aiseau-Presles, Wallonie, Belgium,"3 Rue Belle Motte Aiseau-Presles, Hainaut, Wallonie Belgium",4.6031037582665,50.403440670847, Hainaut,
BE-9988 Watervliet (kerk),Sint-Laureins, Vlaanderen, Belgium,"11 Stee Sint-Laureins, Oost-Vlaanderen, Vlaanderen, 9988 Belgium",3.6275629153442,51.275872883536, Oost-Vlaanderen,
BE-9990 Gemeentekerkhof Donk,Maldegem, Vlaanderen, Belgium,"6-8 Brezendedreef Maldegem, Oost-Vlaanderen, Vlaanderen, 9990 Belgium",3.3819436772461,51.217381683838, Oost-Vlaanderen,
BE-war Abeele Aerodrome Military Cemetery,Poperinge, Vlaanderen, Belgium,"3 Dodemanstraat Poperinge, West-Vlaanderen, Vlaanderen, 8978 Belgium",2.6571680171967,50.815233557458, West-Vlaanderen,
BE-6230 Buzet,Pont-�-Celles, Wallonie, Belgium,"3 Rue Commune Pont-�-Celles, Hainaut, Wallonie, 6230 Belgium",4.366319271164,50.526842718009, Hainaut,
BE-9990 Middelburg (Kerk),Maldegem, Vlaanderen, Belgium,"6 Middelburgse Kerkstraat Maldegem, Oost-Vlaanderen, Vlaanderen Belgium",3.4156621865081,51.255983285444, Oost-Vlaanderen,
BE-9840 Gemeentelijke begraafplaats De Pinte,De Pinte, Vlaanderen, Belgium,"11 Polderdreef De Pinte, Oost-Vlaanderen, Vlaanderen Belgium",3.6553288809509,50.991120417979, Oost-Vlaanderen,
BE-6240 Cimeti�re du wainage de Farciennes,Farciennes, Wallonie, Belgium,"250 Rue le Campinaire Farciennes, Hainaut, Wallonie Belgium",4.5364521865081,50.437766, Hainaut,
BE-6224 Wanferc�e-Baulet,Fleurus, Wallonie, Belgium,"19-21 Rue de Spiniaux Fleurus, Hainaut, Wallonie, 6224 Belgium",4.5821792900011,50.476623075163, Hainaut,
BE-9820 Merelbeke (Begraafplaats),Merelbeke, Vlaanderen, Belgium,"Dijsegem Merelbeke, Oost-Vlaanderen, Vlaanderen Belgium",3.7476024232787,50.994691505298, Oost-Vlaanderen,
BE-6223 Wagnel�e (Eglise Ste Gertrude),Fleurus, Wallonie, Belgium,"6-22 Rue de l'Eglise Fleurus, Hainaut, Wallonie, 6223 Belgium",4.5315908134918,50.522318894244, Hainaut,
BE-9800 Wontergem (Begraafplaats),Deinze, Vlaanderen, Belgium,"2-4 Houtbulkstraat Deinze, Oost-Vlaanderen, Vlaanderen Belgium",3.4464235423279,50.982512420602, Oost-Vlaanderen,
BE-9750 Zingem,Zingem, Vlaanderen, Belgium,"Kerkhofstraat Zingem, Oost-Vlaanderen, Vlaanderen Belgium",3.65475,50.905782344279, Oost-Vlaanderen,
