name,city,state,country,address,Longitude,Latitude,Municipalities,Website
Cementerio Municipal de Bariloche,San Carlos de Bariloche, R�o Negro, Argentina,"San Carlos de Bariloche, Departamento Bariloche, R�o Negro, 8400 Argentina",-71.303859444737,-41.158549646445, Departamento Bariloche,
Cementerio Parque Las Fuentes,General Roca, R�o Negro, Argentina,"Ruta Provincial 6 General Roca, General Roca, R�o Negro Argentina",-67.612209,-39.01398, General Roca,
Cementerio Municipal,General Roca, R�o Negro, Argentina,"Ruta Nacional 151 General Roca, General Roca, R�o Negro Argentina",-67.774825,-37.868541, General Roca,
Predio del Antig�o Cementerio de Catriel,General Roca, R�o Negro, Argentina,"Acceso A Catriel General Roca, General Roca, R�o Negro Argentina",-67.791171,-37.879464, General Roca,
Cementerio de Villa Regina,General Roca, R�o Negro, Argentina,"Ruta Nacional 22 General Roca, General Roca, R�o Negro Argentina",-67.089279,-39.086679, General Roca,
Cementerio del Monta��s,Departamento de Bariloche, R�o Negro, Argentina,"Circuito Chico Departamento de Bariloche, Bariloche, R�o Negro Argentina",-71.560623,-41.079101, Bariloche,
Cementerio Gral Fern�ndez Oro,General Roca, R�o Negro, Argentina,"Ruta Provincial 65 General Roca, General Roca, R�o Negro Argentina",-67.907278,-38.943337, General Roca,
Cementerio de General Roca,General Roca, R�o Negro, Argentina,"Ruta Nacional 22 General Roca, General Roca, R�o Negro Argentina",-67.564148,-39.015793, General Roca,
Cementerio De La Paz ,Chicoana, Salta, Argentina,"20 de Febrero Chicoana, Chicoana, Salta Argentina",-65.539502,-25.110698, Chicoana,
Cementerio de Cipolletti,Cipolletti, R�o Negro, Argentina,"1202-1300 Juan Bautista Alberdi Cipolletti, General Roca, R�o Negro Argentina",-67.980308,-38.92735, General Roca,
Cementerio de La Paz,Salta, Salta, Argentina,"Avenida John F. Keneddy Salta, Capital Department, Salta Argentina",-65.455318,-24.840881, Capital Department,
Cementerio Choele Choel,Avellaneda Department, R�o Negro, Argentina,"Ruta Nacional 22 Avellaneda Department, Avellaneda Department, R�o Negro Argentina",-65.6483802671814,-39.2907004552625, Avellaneda Department,
Cementerio de Cafayate,Cafayate, Salta, Argentina,"Col�n Cafayate, Cafayate, Salta Argentina",-65.98816,-26.073157, Cafayate,
Cementerio de Allen,General Roca, R�o Negro, Argentina,"Ruta Provincial 65 General Roca, General Roca, R�o Negro Argentina",-67.838722,-38.969455, General Roca,
Urnenfriedhof Traun,Traun, Upper Austria, Austria,"Am Nordsaum Traun, Linz-Land District, Upper Austria Austria",14.24059,48.2323, Linz-Land District,
Urnenfriedhof Steyr Tabor,Steyr, Upper Austria, Austria,"10 Taborweg Steyr, Steyr, Upper Austria, 4400 Austria",14.42284,48.04481, Steyr,
Unterwei�enbach,Unterwei�enbach, Upper Austria, Austria,"Wolfsberg Unterwei�enbach, Upper Austria, 4273 Austria",14.776541991411,48.431731040653,,
Cementerio,General Roca, R�o Negro, Argentina,"Ruta Provincial 70 General Roca, General Roca, R�o Negro Argentina",-68.057812,-38.816939, General Roca,
Tragwein,Tragwein, Upper Austria, Austria,"Tragwein, Upper Austria, 4284 Austria",14.620524340571,48.331423394503,,
Stadtpfarrkirche Saint Stephan,Braunau, Upper Austria, Austria,"3 Kirchenplatz Braunau, Braunau am Inn District, Upper Austria, 5280 Austria 
                         
                    ",13.03423,48.25753, Braunau am Inn District,http://de.wikipedia.org/wiki/Stadtpfarrkirche_St._Stephan_(Braunau)
St. Thomas am Blasenstein,St. Thomas am Blasenstein, Upper Austria, Austria,"12 Markt St. Thomas am Blasenstein, Bezirk Perg, Upper Austria, 4364 Austria",14.762273665801,48.313347880669, Bezirk Perg,
Stadtfriedhof Leonding,Leonding, Upper Austria, Austria,"Friedhofstra�e 17 Leonding, Linz-Land District, Upper Austria Austria",14.24731,48.28382, Linz-Land District,
Stadtfriedhof Linz / St. Martin,Linz-Land District, Upper Austria, Austria,"Wiener Bundesstra�e 101 4050 Traun Linz-Land District, Upper Austria Austria 
                         
                    ",14.25239,48.23696,,https://www.linzag.at/portal/de/privatkunden/trauer/friedhoefe/stadtfriedhof_linz_st_martin
St. Marienkirchen,St. Marienkirchen bei Sch�rding, Upper Austria, Austria,"Lindenstra�e St. Marienkirchen bei Sch�rding, Sch�rding, Upper Austria, 4774 Austria",13.453362,48.389676, Sch�rding,
St. Georgen am Walde,St. Georgen am Walde, Upper Austria, Austria,"23 Markt St. Georgen am Walde, Bezirk Perg, Upper Austria, 4372 Austria",14.895113493111,48.360737171922, Bezirk Perg,
Sowjetischer Friedhof Freistadt,Freistadt, Upper Austria, Austria,"14 Prager Stra�e Freistadt, Freistadt District, Upper Austria Austria",14.50482,48.51893, Freistadt District,
Soldatenfriedhof Mauthausen,Mauthausen, Upper Austria, Austria,"25 Professor-Gerstmayr-Stra�e Mauthausen, Perg District, Upper Austria Austria",14.54633,48.24721, Perg District,
St. Nikola an der Donau,St. Nikola an der Donau, Upper Austria, Austria,"6 St. Nikola St. Nikola an der Donau, Bezirk Perg, Upper Austria, 4381 Austria",14.909824864109,48.234016998435, Bezirk Perg,
Soldatenfriedhof Freistadt,Freistadt, Upper Austria, Austria,"33 Galgenau Freistadt, Freistadt District, Upper Austria Austria",14.49294,48.49385, Freistadt District,
Saxen,Saxen, Upper Austria, Austria,"160 Saxen Saxen, Bezirk Perg, Upper Austria, 4351 Austria",14.790118481642,48.206100783194, Bezirk Perg,
Sch�nau im M�hlkreis,Sch�nau im M�hlkreis, Upper Austria, Austria,"9 Schulstra�e Sch�nau im M�hlkreis, Upper Austria, 4274 Austria",14.730882310677,48.395916711317,,
Soldaten-Friedhof Linz,Linz, Upper Austria, Austria,"30 P�smayersteig Linz, Linz, Upper Austria Austria",14.26747,48.31978, Linz,
Schlierbach,Schlierbach, Upper Austria, Austria,"10 Stiftsstra�e Schlierbach, Kirchdorf an der Krems, Upper Austria, 4553 Austria",14.128004,47.939813, Kirchdorf an der Krems,
?????? ???,Sunamganj, Sylhet, Bangladesh,"Sunamganj, Sunamganj, Sylhet Bangladesh",91.383339,24.991248, Sunamganj,
Wahid Ali Cemetery,Golapganj, Sylhet, Bangladesh,"Golapganj, Sylhet, Sylhet Bangladesh",92.060928,24.809334, Sylhet,
Saint Barbara-Friedhof Linz,Linz, Upper Austria, Austria,"1 Friedhofstra�e Linz, Linz, Upper Austria Austria 
                         
                    ",14.3013,48.29407, Linz,http://www.barbarafriedhof.at/de/
Tikria Chock Graveyard,Sreemangal, Sylhet, Bangladesh,"Sreemangal, Maulvibazar, Sylhet Bangladesh",91.717773,24.274248, Maulvibazar,
Ried in der Riedmark,Ried in der Riedmark, Upper Austria, Austria,"3 Neue Heimat Ried in der Riedmark, Bezirk Perg, Upper Austria, 4312 Austria",14.529130214673,48.271175620443, Bezirk Perg,
Syed Nasir Uddin Cemetery,Sylhet, Sylhet, Bangladesh,"Sylhet, Sylhet, Sylhet Bangladesh",91.8737590000001,24.917542, Sylhet,
Rechberg,Rechberg, Upper Austria, Austria,"Rechberg Rechberg, Bezirk Perg, Upper Austria, 4324 Austria",14.710959091827,48.321391029984, Bezirk Perg,
Shata Alagdi Kobor Sthan,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.580907,24.705492, Sunamganj,
Shaistanagar Graveyard,Habiganj, Sylhet, Bangladesh,"Habiganj, Habiganj, Sylhet Bangladesh",91.4196899999999,24.367178, Habiganj,
Sheikh Nasir Ali (R) Graveyard,Sylhet, Sylhet, Bangladesh,"Sylhet, Sylhet, Sylhet Bangladesh",91.860758,24.893839, Sylhet,
Perg,Perg, Upper Austria, Austria,"11 Friedhofstra�e Perg, Bezirk Perg, Upper Austria, 4320 Austria",14.628698755306,48.252240234277, Bezirk Perg,
Shahid Bhuddhijibi Dr. Shamsuddin Smriti Shoudho,Sylhet, Sylhet, Bangladesh,"Sylhet, Sylhet, Sylhet Bangladesh",91.868249,24.898542, Sylhet,
Pregarten,Pregarten, Upper Austria, Austria,"Pregarten, Upper Austria, 4230 Austria",14.536774643757,48.3531832523,,
Pierbach,Pierbach, Upper Austria, Austria,"Dorfstra�e Pierbach, Upper Austria, 4282 Austria",14.758791092621,48.348020078279,,
Pabneukirchen,Pabneukirchen, Upper Austria, Austria,"Greinerwaldstra�e Pabneukirchen, Bezirk Perg, Upper Austria, 4363 Austria",14.817202959821,48.319059015084, Bezirk Perg,
Pergkirchen,Perg, Upper Austria, Austria,"Pergkirchen Perg, Bezirk Perg, Upper Austria, 4320 Austria",14.67512602622,48.244772778625, Bezirk Perg,
Naarn ,Naarn im Machlande, Upper Austria, Austria,"2 Perger Stra�e Naarn im Machlande, Bezirk Perg, Upper Austria, 4331 Austria",14.608444750434,48.225698781924, Bezirk Perg,
St. Kilian,Koblach, Vorarlberg, Austria,"6 Alte Kummastra�e Koblach, Bezirk Feldkirch, Vorarlberg, 6842 Austria",9.6045738133363,47.334861597313, Bezirk Feldkirch,
Soldatenfriedhof Sankt Wolfgang Feldkirch,Feldkirch, Vorarlberg, Austria,"5 Wolfgangstra�e Feldkirch, Feldkirch District, Vorarlberg Austria",9.58222,47.24676, Feldkirch District,
Ludesch St. Sebastian,Ludesch, Vorarlberg, Austria,"19 Kirchstra�e Ludesch, Bludenz, Vorarlberg Austria",9.781074,47.194454, Bludenz,
????????,Ottakring, Vienna, Austria,"7 Savoyenstra�e Ottakring, Vienna, 1160 Austria",16.278203627952,48.219549289026,,
Saila Bahadurpur Cemetery,Chhatak, Sylhet, Bangladesh,"Chhatak, Sunamganj, Sylhet Bangladesh",91.643018,24.878029, Sunamganj,
Shah Kabir Mazar,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.647735,24.744753, Sunamganj,
Nuagao Private Cemetery,Golapganj, Sylhet, Bangladesh,"Golapganj, Sylhet, Sylhet Bangladesh",92.085788,24.83805, Sylhet,
Saila Cemetery,Chhatak, Sylhet, Bangladesh,"Chhatak, Sunamganj, Sylhet Bangladesh",91.640173,24.879033, Sunamganj,
Puran Dawri Koborstan,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.644226,24.705287, Sunamganj,
Saderghat Graveyard,Nabiganj, Sylhet, Bangladesh,"Nabiganj, Habiganj, Sylhet Bangladesh",91.607036,24.53598, Habiganj,
Noroshingtilla Cemetery,Sylhet, Sylhet, Bangladesh,"Sylhet, Sylhet, Sylhet Bangladesh",91.84908,24.90229, Sylhet,
Stadtfriedhof St. Gallus Bregenz,Bregenz, Vorarlberg, Austria,"7 Blumenstra�e Bregenz, Bregenz District, Vorarlberg, 6900 Austria",9.74285599999999,47.4992319493961, Bregenz District,
Stadtfriedhof Hohenems,Hohenems, Vorarlberg, Austria,"1 Tiergartenweg Hohenems, Dornbirn District, Vorarlberg, 6845 Austria",9.691796,47.365724, Dornbirn District,
Oberhofen am Irrsee,Oberhofen am Irrsee, Upper Austria, Austria,"24 Oberhofen Oberhofen am Irrsee, V�cklabruck District, Upper Austria, 4894 Austria",13.304279,47.950631, V�cklabruck District,
Ortsfriedhof Bad Hall,Bad Hall, Upper Austria, Austria,"3 Margarethenplatz Bad Hall, Steyr-Land, Upper Austria, 4540 Austria",14.204228,48.035693, Steyr-Land,
Waldfriedhof - Rankweil,Rankweil, Vorarlberg, Austria,"1 Waldfriedhof Rankweil, Feldkirch, Vorarlberg, 6830 Austria",9.6457299906585,47.268444222195, Feldkirch,
Schruns ,Schruns, Vorarlberg, Austria,"81 Silvrettastra�e Schruns, Bludenz, Vorarlberg, 6780 Austria",9.9262056,47.0729431, Bludenz,
Mujahidpur Cemetery,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.5692369999999,24.726763, Sunamganj,
Sankt Peter und Sankt Paul,Feldkirch, Vorarlberg, Austria,"5 Waldfriedgasse Feldkirch, Feldkirch District, Vorarlberg, 6800 Austria",9.60298,47.24046, Feldkirch District,
Municipal Shmashan Ghat,Habiganj, Sylhet, Bangladesh,"Habiganj, Habiganj, Sylhet Bangladesh",91.409222,24.38274, Habiganj,
Mubarokpur Graveyard,Balaganj, Sylhet, Bangladesh,"Balaganj, Sylhet, Sylhet Bangladesh",91.713004,24.683913, Sylhet,
M�nzbach,M�nzbach, Upper Austria, Austria,"Dr.-Salzmann-Weg M�nzbach, Bezirk Perg, Upper Austria, 4323 Austria",14.715689735166,48.264490022826, Bezirk Perg,
Sankt Josef Grossdorf,Egg, Vorarlberg, Austria,"L29 Egg, Bregenz, Vorarlberg, 6863 Austria",9.915344,47.433791, Bregenz,
M�nchdorf,K�nigswiesen, Upper Austria, Austria,"25 Sonnberg K�nigswiesen, Upper Austria, 4281 Austria",14.797440645708,48.35995518107,,
Mitterkirchen im Machland,Mitterkirchen im Machland, Upper Austria, Austria,"24 H�rstorf Mitterkirchen im Machland, Bezirk Perg, Upper Austria, 4343 Austria",14.709856406977,48.184544272161, Bezirk Perg,
Marchtrenk,Marchtrenk, Upper Austria, Austria,"4 Kirchengasse Marchtrenk, Gemeinde Buchkirchen, Upper Austria, 4614 Austria",14.109581,48.191833, Gemeinde Buchkirchen,
K�nigswiesen,K�nigswiesen, Upper Austria, Austria,"4 Friedhofstra�e K�nigswiesen, Upper Austria, 4280 Austria",14.843253945621,48.408883300386,,
Klam,Klam, Upper Austria, Austria,"Sperken Klam, Bezirk Perg, Upper Austria, 4352 Austria",14.776877141312,48.224357755112, Bezirk Perg,
Leonding (Saint Michael) Cemetery,Leonding, Upper Austria, Austria,"20 Michaelsbergstra�e Leonding, Linz-Land District, Upper Austria, 4060 Austria",14.25024,48.2796, Linz-Land District,
Katsdorf,Katsdorf, Upper Austria, Austria,"Friedhofsweg Katsdorf, Bezirk Perg, Upper Austria, 4223 Austria",14.473774277815,48.318883466782, Bezirk Perg,
Kefermarkt,Kefermarkt, Upper Austria, Austria,"Oberer Markt Kefermarkt, Upper Austria, 4292 Austria",14.542034144266,48.442450631221,,
Liebfrauenbasilika,Rankweil, Vorarlberg, Austria,"12 Liebfrauenberg Rankweil, Feldkirch District, Vorarlberg, 6830 Austria 
                         
                    ",9.64402311904906,47.2700027899596, Feldkirch District,http://www.basilika-rankweil.at/
Kapuzinerkirche (Capuchin Church),Feldkirch, Vorarlberg, Austria,"4 Bahnhofstra�e Feldkirch, Feldkirch District, Vorarlberg, 6800 Austria 
                         
                    ",9.59901,47.2391, Feldkirch District,http://www.kapuziner.org/
"J�disches Museum, Hohenems",Hohenems, Vorarlberg, Austria,"Schweizer Str. 5, 6845 Hohenems, Vorarlberg Austria 
                         
                    ",9.68868399999997,47.364639,,https://www.jm-hohenems.at/
Herz-Jesu-Kirche ,Bregenz, Vorarlberg, Austria,".775 Kolpingplatz Bregenz, Bregenz District, Vorarlberg, 6900 Austria 
                         
                    ",9.75028,47.50222, Bregenz District,http://en.wikipedia.org/wiki/Herz-Jesu-Kirche
Mondsee,Mondsee, Upper Austria, Austria,"38 Rainerstra�e Mondsee, V�cklabruck, Upper Austria, 5310 Austria",13.346959,47.853611, V�cklabruck,
Friedhof �bersaxen,�bersaxen, Vorarlberg, Austria,"26 Kirchstra�e �bersaxen, Feldkirch, Vorarlberg, 6834 Austria",9.6708943903452,47.253161632606, Feldkirch,
Friedhof Th�ringerberg,Th�ringerberg, Vorarlberg, Austria,".178 Jagdbergstra�e Th�ringerberg, Bludenz, Vorarlberg, 6721 Austria",9.7826035681937,47.215277007391, Bludenz,
Islamischer Friedhof Altach,Feldkirch District, Vorarlberg, Austria,"Im Buch Feldkirch District, Vorarlberg Austria",9.66308,47.34579,,
Votivkirche,Alsergrund, Vienna, Austria,"K Rooseveltplatz Alsergrund, Vienna, 1090 Austria 
                         
                    ",16.35928,48.2154,,http://www.votivkirche.at/
Sieveringer Friedhof,D�bling, Vienna, Austria,"51 Nottebohmstra�e D�bling, Vienna, 1190 Austria",16.32089,48.24872,,
Sankt-Josef-Kirche Friedhof,D�bling, Vienna, Austria,"Kahlenberger Stra�e D�bling, Vienna, 1190 Austria",16.33441,48.27385,,
Friedhof Sulzberg,Sulzberg, Vorarlberg, Austria,"3 Dorf Sulzberg, Bezirk Bregenz, Vorarlberg, 6934 Austria",9.912278,47.520547, Bezirk Bregenz,
Monsur Edgha Graveyard,Kulaura, Sylhet, Bangladesh,"Kulaura, Maulvibazar, Sylhet Bangladesh",92.02598,24.519968, Maulvibazar,
Mohanpur Uttar Koborosthan,Habiganj, Sylhet, Bangladesh,"Habiganj, Habiganj, Sylhet Bangladesh",91.411842,24.369108, Habiganj,
Manik Pirer Tila,Sylhet, Sylhet, Bangladesh,"Sylhet, Sylhet, Sylhet Bangladesh",91.877268,24.90026, Sylhet,
Majar Shorif (Mukam),Dakshin Surma, Sylhet, Bangladesh,"Dakshin Surma, Sylhet, Sylhet Bangladesh",91.810974,24.787441, Sylhet,
Kurikiar Koborstan,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.636456,24.761611, Sunamganj,
Wiener Zentralfriedhof,Simmering, Vienna, Austria,"860/1 Zentralfriedhof Simmering, Austria, Vienna, 1110 Austria 
                         
                    ",16.438533847885,48.150464103714, Austria,http://www.friedhoefewien.at/eportal/ep/channelView.do/channelId/-26709/pageTypeId/13572
Majar,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.6420909999999,24.742315, Sunamganj,
Zentralfriedhof Wien - Neuer j�discher Friedhof (Tor 4),Simmering, Vienna, Austria,"246 Simmeringer Hauptstra�e Simmering, Vienna, 1110 Austria",16.45235489682,48.148853465676,,
Late:Barrister Mirza A Motin Koborstan,Jagannathpur, Sylhet, Bangladesh,"Jagannathpur, Sunamganj, Sylhet Bangladesh",91.549576,24.767525, Sunamganj,
W�hringer J�discher Friedhof ,D�bling, Vienna, Austria,"3 Schrottenbachgasse D�bling, Vienna, 1190 Austria 
                         
                    ",16.35107,48.23214,,http://de.wikipedia.org/wiki/J%C3%BCdischer_Friedhof_W%C3%A4hring
Zentralfriedhof Wien - Evangelischer Friedhof (Tor 3),Simmering, Vienna, Austria,"242 Simmeringer Hauptstra�e Simmering, Vienna, 1110 Austria 
                         
                    ",16.449070697098,48.150350415241,,http://www.friedhoefewien.at/eportal/ep/programView.do/pageTypeId/13572/programId/15090/channelId/-26057
koborstan,Maulvibazar, Sylhet, Bangladesh,"Maulvibazar, Maulvibazar, Sylhet Bangladesh",91.691326,24.512015, Maulvibazar,
W�hring alter Ortsfriedhof,W�hring, Vienna, Austria,"123 W�hringer Stra�e W�hring, Vienna, 1180 Austria",16.339572,48.22692,,
Friedhof zum hl. Michael Sibratsgf�ll,Sibratsgf�ll, Vorarlberg, Austria,"39 Dorf Sibratsgf�ll, Bezirk Bregenz, Vorarlberg, 6952 Austria",10.037837525519,47.426471392888, Bezirk Bregenz,
Koborstan,Chhatak, Sylhet, Bangladesh,"Chhatak, Sunamganj, Sylhet Bangladesh",91.637692,24.851122, Sunamganj,
Hagenberg im M�hlkreis,Hagenberg im M�hlkreis, Upper Austria, Austria,"85 Hauptstra�e Hagenberg im M�hlkreis, Upper Austria, 4232 Austria",14.51818527025,48.366825414321,,
Kalighat Road Graveyard,Sreemangal, Sylhet, Bangladesh,"Sreemangal, Maulvibazar, Sylhet Bangladesh",91.7354800000001,24.302924, Maulvibazar,
Seegasse Jewish Cemetery ,Alsergrund, Vienna, Austria,"9 Seegasse Alsergrund, Vienna, 1090 Austria",16.36305924058,48.223704708544,,
J�discher Friedhof,Linz, Upper Austria, Austria,"Lastenstra�e 8 Linz, Upper Austria, 4020 Austria",14.301276686522,48.294236004571,,
Gutau,Gutau, Upper Austria, Austria,"Sankt Leonharderstra�e Gutau, Upper Austria, 4293 Austria",14.613744327845,48.416567039152,,
Santana Pastoor Kraanwinkel,Paradera, Aruba, Aruba,"Matividiri Paradera, Aruba, 00297 Aruba",-70.002321,12.536959,,
Grein an der Donau,Grein, Upper Austria, Austria,"6 Friedhofstra�e Grein, Bezirk Perg, Upper Austria, 4360 Austria",14.858916373995,48.231134258518, Bezirk Perg,
Friedhof Waldneukirchen,Waldneukirchen, Upper Austria, Austria,"26 Bad Haller Stra�e Waldneukirchen, Steyr-Land District, Upper Austria Austria",14.25799,48.00102, Steyr-Land District,
